transaction_id,timestamp,date,time,customer_id,merchant_id,merchant_category,transaction_type,payment_method,amount,amount_category,status,latitude,longitude,account_balance,is_fraud,hour,day_of_week,month,month_name,quarter,year
TXN00000306,2024-01-25 20:27:50,2024-01-25,20:27:50,CUST000164,MERCH000106,online_shopping,refund,credit_card,-22.84,medium,approved,38.670962,-120.883909,7728.84,0,20,Thursday,1,January,1,2024
TXN00000307,2024-01-25 21:56:39,2024-01-25,21:56:39,CUST000149,MERCH000128,healthcare,purchase,cash,47.9,medium,approved,37.122983,-121.334093,394.88,0,21,Thursday,1,January,1,2024
TXN00000308,2024-01-25 23:57:41,2024-01-25,23:57:41,CUST000078,MERCH000107,groceries,purchase,credit_card,89.67,large,approved,38.963453,-120.388682,5602.62,0,23,Thursday,1,January,1,2024
TXN00000309,2024-01-26 01:00:04,2024-01-26,01:00:04,CUST000106,MERCH000011,groceries,purchase,credit_card,38.12,medium,approved,39.227824,-121.556562,418.18,0,1,Friday,1,January,1,2024
TXN00000310,2024-01-26 01:11:56,2024-01-26,01:11:56,CUST000035,MERCH000080,healthcare,purchase,digital_wallet,65.34,large,approved,39.579911,-121.277018,3138.03,0,1,Friday,1,January,1,2024
TXN00000311,2024-01-26 02:20:46,2024-01-26,02:20:46,CUST000056,MERCH000181,gas_station,purchase,debit_card,15.55,medium,approved,37.308312,-122.613584,1053.33,0,2,Friday,1,January,1,2024
TXN00000312,2024-01-26 02:45:43,2024-01-26,02:45:43,CUST000151,MERCH000009,other,refund,credit_card,-11.57,medium,approved,37.000281,-120.492008,9124.75,0,2,Friday,1,January,1,2024
TXN00000313,2024-01-26 05:29:40,2024-01-26,05:29:40,CUST000176,MERCH000195,online_shopping,fee,debit_card,-6.96,small,declined,37.219799,-121.733124,6319.78,0,5,Friday,1,January,1,2024
TXN00000314,2024-01-26 09:45:59,2024-01-26,09:45:59,CUST000146,MERCH000100,healthcare,refund,cash,-22.13,medium,approved,39.77235,-120.84281,6718.26,0,9,Friday,1,January,1,2024
TXN00000315,2024-01-26 10:02:31,2024-01-26,10:02:31,CUST000105,MERCH000052,online_shopping,purchase,credit_card,39.22,medium,approved,39.296667,-121.711552,8526.17,0,10,Friday,1,January,1,2024
TXN00000316,2024-01-26 10:18:23,2024-01-26,10:18:23,CUST000018,MERCH000115,gas_station,purchase,credit_card,16.55,medium,approved,39.506307,-122.996963,7357.02,0,10,Friday,1,January,1,2024
TXN00000317,2024-01-26 10:31:23,2024-01-26,10:31:23,CUST000014,MERCH000141,healthcare,purchase,bank_transfer,22.01,medium,approved,38.551041,-121.798769,1329.54,0,10,Friday,1,January,1,2024
TXN00000318,2024-01-26 14:00:07,2024-01-26,14:00:07,CUST000075,MERCH000129,utilities,deposit,debit_card,91.41,large,approved,38.58016,-122.557493,6213.63,0,14,Friday,1,January,1,2024
TXN00000319,2024-01-26 15:16:52,2024-01-26,15:16:52,CUST000105,MERCH000172,utilities,fee,credit_card,-3.86,small,approved,37.895517,-121.804155,9783.89,0,15,Friday,1,January,1,2024
TXN00000320,2024-01-26 15:53:41,2024-01-26,15:53:41,CUST000132,MERCH000075,transportation,purchase,digital_wallet,13.99,medium,approved,39.528259,-122.035968,2219.75,0,15,Friday,1,January,1,2024
TXN00000321,2024-01-26 17:52:12,2024-01-26,17:52:12,CUST000002,MERCH000152,online_shopping,purchase,debit_card,14.15,medium,approved,39.489309,-122.392358,6235.17,0,17,Friday,1,January,1,2024
TXN00000322,2024-01-26 21:55:19,2024-01-26,21:55:19,CUST000198,MERCH000133,restaurant,transfer,credit_card,41.9,medium,approved,38.176514,-122.628684,5679.78,0,21,Friday,1,January,1,2024
TXN00000323,2024-01-26 22:37:45,2024-01-26,22:37:45,CUST000075,MERCH000194,healthcare,purchase,credit_card,23.6,medium,approved,37.987801,-120.814316,3977.3,0,22,Friday,1,January,1,2024
TXN00000324,2024-01-26 23:05:25,2024-01-26,23:05:25,CUST000165,MERCH000148,gas_station,transfer,credit_card,64.6,large,approved,39.21512,-120.735419,9550.89,0,23,Friday,1,January,1,2024
TXN00000325,2024-01-27 01:56:37,2024-01-27,01:56:37,CUST000117,MERCH000192,restaurant,transfer,digital_wallet,591.14,extra_large,approved,37.078504,-122.205007,3628.36,0,1,Saturday,1,January,1,2024
TXN00000326,2024-01-27 02:32:31,2024-01-27,02:32:31,CUST000026,MERCH000143,other,purchase,credit_card,83.44,large,approved,39.579847,-121.514429,1027.44,0,2,Saturday,1,January,1,2024
TXN00000327,2024-01-27 05:26:49,2024-01-27,05:26:49,CUST000153,MERCH000068,other,fee,credit_card,-5.2,small,approved,38.338744,-121.607787,9629.18,0,5,Saturday,1,January,1,2024
TXN00000328,2024-01-27 08:03:15,2024-01-27,08:03:15,CUST000146,MERCH000054,online_shopping,fee,digital_wallet,-11.37,medium,approved,38.324033,-121.934257,7319.28,0,8,Saturday,1,January,1,2024
TXN00000329,2024-01-27 09:10:52,2024-01-27,09:10:52,CUST000116,MERCH000011,transportation,deposit,credit_card,58.73,large,approved,39.007234,-122.167088,3490.25,0,9,Saturday,1,January,1,2024
TXN00000330,2024-01-27 09:27:05,2024-01-27,09:27:05,CUST000113,MERCH000151,gas_station,purchase,debit_card,53.28,large,approved,38.937248,-122.441905,2877.07,0,9,Saturday,1,January,1,2024
TXN00000331,2024-01-27 09:37:36,2024-01-27,09:37:36,CUST000018,MERCH000129,entertainment,purchase,credit_card,46.01,medium,declined,37.797922,-120.381322,9287.46,0,9,Saturday,1,January,1,2024
TXN00000332,2024-01-27 10:46:31,2024-01-27,10:46:31,CUST000140,MERCH000170,healthcare,purchase,debit_card,53.12,large,approved,39.829836,-120.500063,2808.14,0,10,Saturday,1,January,1,2024
TXN00000333,2024-01-27 12:20:28,2024-01-27,12:20:28,CUST000183,MERCH000047,restaurant,purchase,credit_card,15.67,medium,approved,39.95899,-121.748462,5417.86,0,12,Saturday,1,January,1,2024
TXN00000334,2024-01-27 12:27:36,2024-01-27,12:27:36,CUST000020,MERCH000115,transportation,purchase,credit_card,24.42,medium,approved,38.577967,-120.836396,2228.06,0,12,Saturday,1,January,1,2024
TXN00000335,2024-01-27 12:40:39,2024-01-27,12:40:39,CUST000052,MERCH000196,other,purchase,debit_card,14.71,medium,approved,38.684142,-121.505004,9952.62,0,12,Saturday,1,January,1,2024
TXN00000336,2024-01-27 15:03:59,2024-01-27,15:03:59,CUST000178,MERCH000038,utilities,refund,debit_card,-27.83,medium,approved,38.662954,-122.74385,7718.14,0,15,Saturday,1,January,1,2024
TXN00000337,2024-01-27 16:11:05,2024-01-27,16:11:05,CUST000055,MERCH000130,gas_station,purchase,debit_card,33.23,medium,approved,38.457362,-120.532828,5719.59,0,16,Saturday,1,January,1,2024
TXN00000338,2024-01-27 19:27:39,2024-01-27,19:27:39,CUST000140,MERCH000045,groceries,purchase,debit_card,5.04,small,approved,39.835561,-122.342185,7483.68,0,19,Saturday,1,January,1,2024
TXN00000339,2024-01-27 19:54:50,2024-01-27,19:54:50,CUST000117,MERCH000155,entertainment,purchase,debit_card,55.34,large,approved,37.734257,-120.879547,9172.04,0,19,Saturday,1,January,1,2024
TXN00000340,2024-01-27 20:14:33,2024-01-27,20:14:33,CUST000130,MERCH000061,restaurant,refund,debit_card,-23.89,medium,approved,37.323875,-121.417806,9634.93,0,20,Saturday,1,January,1,2024
TXN00000341,2024-01-27 21:22:51,2024-01-27,21:22:51,CUST000090,MERCH000082,gas_station,purchase,debit_card,182.04,very_large,approved,39.788642,-120.92838,7881.59,0,21,Saturday,1,January,1,2024
TXN00000342,2024-01-27 23:24:21,2024-01-27,23:24:21,CUST000058,MERCH000011,online_shopping,purchase,debit_card,83.68,large,approved,37.639115,-121.586391,8505.75,0,23,Saturday,1,January,1,2024
TXN00000343,2024-01-27 23:46:24,2024-01-27,23:46:24,CUST000013,MERCH000197,transportation,fee,debit_card,-7.82,small,approved,39.247466,-120.892317,4038.16,0,23,Saturday,1,January,1,2024
TXN00000344,2024-01-28 01:31:02,2024-01-28,01:31:02,CUST000146,MERCH000157,restaurant,purchase,debit_card,10.71,medium,approved,37.61162,-122.901562,3979.05,0,1,Sunday,1,January,1,2024
TXN00000345,2024-01-28 01:47:12,2024-01-28,01:47:12,CUST000147,MERCH000025,entertainment,purchase,credit_card,101.31,very_large,approved,39.880558,-122.877441,8102.14,0,1,Sunday,1,January,1,2024
TXN00000346,2024-01-28 02:12:40,2024-01-28,02:12:40,CUST000142,MERCH000078,groceries,transfer,credit_card,71.24,large,approved,39.373365,-120.31098,7620.29,0,2,Sunday,1,January,1,2024
TXN00000347,2024-01-28 02:35:11,2024-01-28,02:35:11,CUST000135,MERCH000182,utilities,transfer,credit_card,39.24,medium,approved,39.756155,-120.750918,9019.72,0,2,Sunday,1,January,1,2024
TXN00000348,2024-01-28 03:04:37,2024-01-28,03:04:37,CUST000048,MERCH000176,retail,purchase,digital_wallet,3.17,small,approved,39.852954,-120.514597,1416.8,0,3,Sunday,1,January,1,2024
TXN00000349,2024-01-28 04:36:34,2024-01-28,04:36:34,CUST000008,MERCH000174,groceries,deposit,cash,282.79,very_large,approved,37.253273,-121.630244,6939.05,0,4,Sunday,1,January,1,2024
TXN00000350,2024-01-28 05:00:26,2024-01-28,05:00:26,CUST000153,MERCH000041,healthcare,deposit,debit_card,48.76,medium,approved,38.300167,-121.621059,6511.72,0,5,Sunday,1,January,1,2024
TXN00000351,2024-01-28 05:42:22,2024-01-28,05:42:22,CUST000109,MERCH000041,healthcare,purchase,credit_card,29.31,medium,approved,38.944301,-121.397988,8005.35,0,5,Sunday,1,January,1,2024
TXN00000352,2024-01-28 07:09:30,2024-01-28,07:09:30,CUST000064,MERCH000189,gas_station,purchase,credit_card,45.65,medium,approved,39.407368,-122.269014,343.07,0,7,Sunday,1,January,1,2024
TXN00000353,2024-01-28 08:06:43,2024-01-28,08:06:43,CUST000022,MERCH000101,entertainment,purchase,digital_wallet,213.21,very_large,approved,37.724415,-120.799493,8279.9,0,8,Sunday,1,January,1,2024
TXN00000354,2024-01-28 10:41:59,2024-01-28,10:41:59,CUST000015,MERCH000139,utilities,purchase,digital_wallet,26.42,medium,approved,39.743815,-120.511637,3331.62,0,10,Sunday,1,January,1,2024
TXN00000355,2024-01-28 10:58:43,2024-01-28,10:58:43,CUST000071,MERCH000172,retail,purchase,credit_card,32.61,medium,approved,37.662929,-120.278328,6902.51,0,10,Sunday,1,January,1,2024
TXN00000356,2024-01-28 11:10:48,2024-01-28,11:10:48,CUST000153,MERCH000032,entertainment,transfer,cash,287.83,very_large,approved,39.598529,-121.448898,6203.94,0,11,Sunday,1,January,1,2024
TXN00000357,2024-01-28 13:15:58,2024-01-28,13:15:58,CUST000183,MERCH000049,healthcare,purchase,debit_card,25.05,medium,approved,38.538138,-121.75627,4457.96,0,13,Sunday,1,January,1,2024
TXN00000358,2024-01-28 19:17:19,2024-01-28,19:17:19,CUST000176,MERCH000006,other,refund,credit_card,-10.33,medium,approved,38.546267,-120.5072,7485.67,0,19,Sunday,1,January,1,2024
TXN00000359,2024-01-28 23:18:07,2024-01-28,23:18:07,CUST000184,MERCH000057,entertainment,purchase,cash,3.71,small,approved,38.122017,-120.742003,9616.07,0,23,Sunday,1,January,1,2024
TXN00000360,2024-01-29 01:07:55,2024-01-29,01:07:55,CUST000179,MERCH000006,utilities,purchase,debit_card,126.0,very_large,approved,37.310516,-120.39818,3302.4,0,1,Monday,1,January,1,2024
TXN00000361,2024-01-29 01:10:18,2024-01-29,01:10:18,CUST000116,MERCH000047,entertainment,purchase,cash,42.04,medium,declined,38.04127,-121.032807,7509.52,0,1,Monday,1,January,1,2024
TXN00000362,2024-01-29 01:14:28,2024-01-29,01:14:28,CUST000041,MERCH000063,utilities,purchase,credit_card,57.17,large,approved,38.28021,-120.35006,3213.92,0,1,Monday,1,January,1,2024
TXN00000363,2024-01-29 02:44:41,2024-01-29,02:44:41,CUST000153,MERCH000177,groceries,purchase,credit_card,20.37,medium,approved,38.437063,-122.732875,8471.97,0,2,Monday,1,January,1,2024
TXN00000364,2024-01-29 05:06:20,2024-01-29,05:06:20,CUST000039,MERCH000150,entertainment,transfer,credit_card,203.51,very_large,approved,39.217286,-120.961315,4429.0,0,5,Monday,1,January,1,2024
TXN00000365,2024-01-29 08:49:34,2024-01-29,08:49:34,CUST000052,MERCH000067,healthcare,purchase,credit_card,18.47,medium,approved,38.05621,-122.733615,4547.73,0,8,Monday,1,January,1,2024
TXN00000366,2024-01-29 09:51:26,2024-01-29,09:51:26,CUST000045,MERCH000147,gas_station,purchase,debit_card,38.97,medium,approved,38.219779,-120.753277,7741.62,1,9,Monday,1,January,1,2024
TXN00000367,2024-01-29 11:22:27,2024-01-29,11:22:27,CUST000113,MERCH000183,entertainment,refund,credit_card,-21.89,medium,approved,39.718296,-121.114668,5012.08,0,11,Monday,1,January,1,2024
TXN00000368,2024-01-29 11:32:39,2024-01-29,11:32:39,CUST000070,MERCH000162,retail,purchase,debit_card,102.45,very_large,approved,39.257702,-122.952024,2739.78,0,11,Monday,1,January,1,2024
TXN00000369,2024-01-29 15:39:14,2024-01-29,15:39:14,CUST000032,MERCH000041,utilities,purchase,credit_card,63.24,large,approved,37.068567,-121.202217,9955.82,0,15,Monday,1,January,1,2024
TXN00000370,2024-01-29 19:10:11,2024-01-29,19:10:11,CUST000101,MERCH000105,utilities,purchase,cash,17.7,medium,approved,39.436266,-122.561161,6240.23,0,19,Monday,1,January,1,2024
TXN00000371,2024-01-30 01:16:44,2024-01-30,01:16:44,CUST000173,MERCH000007,healthcare,refund,debit_card,-32.49,medium,approved,39.969832,-122.572766,6486.98,0,1,Tuesday,1,January,1,2024
TXN00000372,2024-01-30 02:18:46,2024-01-30,02:18:46,CUST000124,MERCH000057,retail,purchase,debit_card,22.94,medium,approved,39.819303,-122.548611,6501.16,0,2,Tuesday,1,January,1,2024
TXN00000373,2024-01-30 04:26:32,2024-01-30,04:26:32,CUST000175,MERCH000016,transportation,purchase,credit_card,14.7,medium,approved,39.507868,-121.548529,8845.25,0,4,Tuesday,1,January,1,2024
TXN00000374,2024-01-30 06:23:51,2024-01-30,06:23:51,CUST000036,MERCH000059,transportation,purchase,credit_card,57.45,large,approved,38.887521,-122.653439,1920.33,0,6,Tuesday,1,January,1,2024
TXN00000375,2024-01-30 06:54:09,2024-01-30,06:54:09,CUST000032,MERCH000166,transportation,deposit,credit_card,82.55,large,approved,37.834576,-122.623033,685.6,0,6,Tuesday,1,January,1,2024
TXN00000376,2024-01-30 08:15:55,2024-01-30,08:15:55,CUST000127,MERCH000137,transportation,purchase,credit_card,10.01,medium,approved,38.963292,-122.231496,3928.34,0,8,Tuesday,1,January,1,2024
TXN00000377,2024-01-30 09:09:04,2024-01-30,09:09:04,CUST000105,MERCH000034,entertainment,transfer,credit_card,48.51,medium,declined,39.086777,-122.997425,5692.56,0,9,Tuesday,1,January,1,2024
TXN00000378,2024-01-30 09:12:03,2024-01-30,09:12:03,CUST000141,MERCH000046,transportation,refund,credit_card,-36.46,medium,approved,37.844674,-122.172631,2928.53,0,9,Tuesday,1,January,1,2024
TXN00000379,2024-01-30 12:33:22,2024-01-30,12:33:22,CUST000153,MERCH000165,entertainment,purchase,debit_card,48.87,medium,approved,37.765989,-121.144777,6923.15,0,12,Tuesday,1,January,1,2024
TXN00000380,2024-01-30 13:01:13,2024-01-30,13:01:13,CUST000147,MERCH000043,other,refund,bank_transfer,-28.36,medium,approved,38.190772,-121.195288,831.77,0,13,Tuesday,1,January,1,2024
TXN00000381,2024-01-30 13:55:37,2024-01-30,13:55:37,CUST000191,MERCH000047,restaurant,transfer,credit_card,824.2,extra_large,approved,38.923441,-120.091399,7928.02,0,13,Tuesday,1,January,1,2024
TXN00000382,2024-01-30 16:45:08,2024-01-30,16:45:08,CUST000085,MERCH000134,gas_station,purchase,digital_wallet,89.66,large,approved,37.879187,-122.64111,7209.05,0,16,Tuesday,1,January,1,2024
TXN00000383,2024-01-30 17:20:42,2024-01-30,17:20:42,CUST000039,MERCH000166,entertainment,purchase,credit_card,29.47,medium,approved,38.667,-120.403286,2218.05,0,17,Tuesday,1,January,1,2024
TXN00000384,2024-01-30 17:40:52,2024-01-30,17:40:52,CUST000118,MERCH000112,utilities,purchase,debit_card,22.11,medium,approved,39.697712,-121.826431,3054.7,0,17,Tuesday,1,January,1,2024
TXN00000385,2024-01-30 18:30:37,2024-01-30,18:30:37,CUST000023,MERCH000123,retail,purchase,debit_card,16.77,medium,approved,37.885301,-121.838891,8089.32,0,18,Tuesday,1,January,1,2024
TXN00000386,2024-01-30 19:50:47,2024-01-30,19:50:47,CUST000056,MERCH000061,groceries,withdrawal,digital_wallet,29.55,medium,approved,39.897921,-121.953567,7756.04,0,19,Tuesday,1,January,1,2024
TXN00000387,2024-01-30 21:31:16,2024-01-30,21:31:16,CUST000039,MERCH000132,retail,purchase,credit_card,6.69,small,approved,38.420044,-122.62579,8156.28,0,21,Tuesday,1,January,1,2024
TXN00000388,2024-01-30 23:18:08,2024-01-30,23:18:08,CUST000083,MERCH000133,entertainment,purchase,credit_card,9.81,small,approved,37.302725,-121.564485,3290.2,0,23,Tuesday,1,January,1,2024
TXN00000389,2024-01-31 00:01:21,2024-01-31,00:01:21,CUST000024,MERCH000070,transportation,withdrawal,credit_card,80.8,large,approved,37.165118,-120.637866,9698.75,0,0,Wednesday,1,January,1,2024
TXN00000390,2024-01-31 07:23:53,2024-01-31,07:23:53,CUST000012,MERCH000060,retail,purchase,debit_card,153.67,very_large,approved,38.016024,-120.373703,7181.85,0,7,Wednesday,1,January,1,2024
TXN00000391,2024-01-31 09:14:01,2024-01-31,09:14:01,CUST000140,MERCH000088,other,purchase,digital_wallet,35.0,medium,approved,37.776277,-120.111422,745.49,0,9,Wednesday,1,January,1,2024
TXN00000392,2024-01-31 10:04:30,2024-01-31,10:04:30,CUST000132,MERCH000092,groceries,withdrawal,cash,23.75,medium,approved,39.53114,-120.644123,4829.58,0,10,Wednesday,1,January,1,2024
TXN00000393,2024-01-31 12:02:31,2024-01-31,12:02:31,CUST000146,MERCH000077,online_shopping,purchase,cash,1.1,small,approved,39.212915,-121.130725,6679.02,0,12,Wednesday,1,January,1,2024
TXN00000394,2024-01-31 12:33:39,2024-01-31,12:33:39,CUST000141,MERCH000106,utilities,refund,debit_card,-78.5,large,approved,39.653639,-121.507399,1769.64,0,12,Wednesday,1,January,1,2024
TXN00000395,2024-01-31 15:32:59,2024-01-31,15:32:59,CUST000024,MERCH000184,entertainment,purchase,digital_wallet,8.68,small,approved,38.76776,-120.375308,9027.51,0,15,Wednesday,1,January,1,2024
TXN00000396,2024-01-31 16:27:15,2024-01-31,16:27:15,CUST000056,MERCH000082,gas_station,purchase,debit_card,7.6,small,pending,38.306372,-120.781459,7565.68,0,16,Wednesday,1,January,1,2024
TXN00000397,2024-01-31 16:42:22,2024-01-31,16:42:22,CUST000026,MERCH000187,utilities,purchase,credit_card,24.6,medium,approved,37.811704,-122.516225,906.17,0,16,Wednesday,1,January,1,2024
TXN00000398,2024-01-31 17:29:52,2024-01-31,17:29:52,CUST000163,MERCH000007,retail,purchase,digital_wallet,31.74,medium,approved,38.749327,-120.952349,9140.66,0,17,Wednesday,1,January,1,2024
TXN00000399,2024-01-31 18:45:08,2024-01-31,18:45:08,CUST000147,MERCH000196,online_shopping,fee,credit_card,-4.5,small,approved,38.854074,-121.706884,4103.26,0,18,Wednesday,1,January,1,2024
TXN00000400,2024-01-31 20:02:14,2024-01-31,20:02:14,CUST000038,MERCH000031,utilities,fee,credit_card,-2.92,small,approved,38.178843,-121.212601,4579.45,0,20,Wednesday,1,January,1,2024
TXN00000401,2024-01-31 21:50:37,2024-01-31,21:50:37,CUST000071,MERCH000085,restaurant,withdrawal,credit_card,64.98,large,approved,39.809786,-120.304941,7852.77,0,21,Wednesday,1,January,1,2024
TXN00000402,2024-01-31 22:18:59,2024-01-31,22:18:59,CUST000194,MERCH000048,retail,purchase,debit_card,19.65,medium,approved,38.919864,-121.042288,6475.58,0,22,Wednesday,1,January,1,2024
TXN00000403,2024-01-31 23:52:37,2024-01-31,23:52:37,CUST000129,MERCH000042,retail,fee,debit_card,-3.5,small,approved,39.512444,-120.183827,4431.53,0,23,Wednesday,1,January,1,2024
TXN00000404,2024-02-01 00:36:37,2024-02-01,00:36:37,CUST000153,MERCH000090,entertainment,refund,credit_card,-16.07,medium,approved,38.861172,-120.400891,2670.28,0,0,Thursday,2,February,1,2024
TXN00000405,2024-02-01 02:29:35,2024-02-01,02:29:35,CUST000052,MERCH000030,utilities,purchase,cash,16.83,medium,approved,37.94961,-122.613296,5217.27,0,2,Thursday,2,February,1,2024
TXN00000406,2024-02-01 03:02:17,2024-02-01,03:02:17,CUST000039,MERCH000117,retail,refund,cash,-7.36,small,approved,39.209857,-122.965044,5833.88,0,3,Thursday,2,February,1,2024
TXN00000407,2024-02-01 06:13:32,2024-02-01,06:13:32,CUST000152,MERCH000126,other,purchase,digital_wallet,10.08,medium,approved,37.690764,-121.846766,6346.23,0,6,Thursday,2,February,1,2024
TXN00000408,2024-02-01 06:16:15,2024-02-01,06:16:15,CUST000142,MERCH000051,groceries,purchase,debit_card,10.97,medium,approved,38.789828,-120.40401,6090.13,0,6,Thursday,2,February,1,2024
TXN00000409,2024-02-01 09:07:37,2024-02-01,09:07:37,CUST000142,MERCH000163,groceries,transfer,cash,155.6,very_large,approved,38.207099,-122.309622,6211.3,0,9,Thursday,2,February,1,2024
TXN00000410,2024-02-01 09:15:52,2024-02-01,09:15:52,CUST000120,MERCH000190,online_shopping,purchase,cash,49.36,medium,approved,37.449655,-120.9258,4809.8,0,9,Thursday,2,February,1,2024
TXN00000411,2024-02-01 09:33:10,2024-02-01,09:33:10,CUST000123,MERCH000051,groceries,purchase,credit_card,25.31,medium,approved,38.239722,-121.572014,5662.69,0,9,Thursday,2,February,1,2024
TXN00000412,2024-02-01 09:36:17,2024-02-01,09:36:17,CUST000146,MERCH000120,gas_station,purchase,credit_card,26.6,medium,approved,37.930842,-120.761767,2957.52,0,9,Thursday,2,February,1,2024
TXN00000413,2024-02-01 10:39:49,2024-02-01,10:39:49,CUST000053,MERCH000109,healthcare,deposit,debit_card,240.88,very_large,approved,37.336666,-122.505069,1667.91,0,10,Thursday,2,February,1,2024
TXN00000414,2024-02-01 10:49:55,2024-02-01,10:49:55,CUST000071,MERCH000178,gas_station,purchase,credit_card,55.38,large,approved,39.471485,-122.282727,6108.66,0,10,Thursday,2,February,1,2024
TXN00000415,2024-02-01 13:51:06,2024-02-01,13:51:06,CUST000173,MERCH000158,gas_station,purchase,credit_card,158.36,very_large,approved,38.495748,-122.272427,565.29,0,13,Thursday,2,February,1,2024
TXN00000416,2024-02-01 14:24:49,2024-02-01,14:24:49,CUST000065,MERCH000147,healthcare,purchase,debit_card,18.59,medium,declined,38.039069,-121.354603,745.55,0,14,Thursday,2,February,1,2024
TXN00000417,2024-02-01 14:38:49,2024-02-01,14:38:49,CUST000118,MERCH000050,online_shopping,purchase,credit_card,10.33,medium,approved,38.514893,-122.131127,2548.43,0,14,Thursday,2,February,1,2024
TXN00000418,2024-02-01 14:41:18,2024-02-01,14:41:18,CUST000145,MERCH000182,transportation,fee,credit_card,-7.38,small,approved,39.263749,-120.564833,2023.84,0,14,Thursday,2,February,1,2024
TXN00000419,2024-02-01 18:42:22,2024-02-01,18:42:22,CUST000200,MERCH000083,other,purchase,debit_card,32.44,medium,approved,37.054886,-121.959617,3803.72,0,18,Thursday,2,February,1,2024
TXN00000420,2024-02-01 21:51:17,2024-02-01,21:51:17,CUST000095,MERCH000086,healthcare,purchase,cash,14.84,medium,declined,38.640255,-121.017447,3775.76,0,21,Thursday,2,February,1,2024
TXN00000421,2024-02-02 02:11:55,2024-02-02,02:11:55,CUST000094,MERCH000132,entertainment,purchase,digital_wallet,53.99,large,approved,38.437452,-120.154494,1256.87,0,2,Friday,2,February,1,2024
TXN00000422,2024-02-02 03:59:15,2024-02-02,03:59:15,CUST000163,MERCH000012,utilities,withdrawal,debit_card,23.7,medium,approved,39.679211,-121.179229,2540.38,0,3,Friday,2,February,1,2024
TXN00000423,2024-02-02 04:05:25,2024-02-02,04:05:25,CUST000153,MERCH000143,utilities,purchase,debit_card,65.96,large,pending,38.667915,-122.273539,145.23,0,4,Friday,2,February,1,2024
TXN00000424,2024-02-02 05:26:06,2024-02-02,05:26:06,CUST000146,MERCH000143,utilities,refund,credit_card,-29.63,medium,approved,37.411969,-120.50863,3574.54,0,5,Friday,2,February,1,2024
TXN00000425,2024-02-02 05:40:01,2024-02-02,05:40:01,CUST000105,MERCH000138,retail,purchase,credit_card,26.42,medium,approved,38.16605,-122.962372,7984.71,0,5,Friday,2,February,1,2024
TXN00000426,2024-02-02 06:05:16,2024-02-02,06:05:16,CUST000070,MERCH000118,restaurant,purchase,credit_card,6.13,small,approved,38.863208,-122.230389,2734.98,0,6,Friday,2,February,1,2024
TXN00000427,2024-02-02 08:28:44,2024-02-02,08:28:44,CUST000132,MERCH000061,restaurant,deposit,cash,24.16,medium,approved,37.137801,-121.837529,6469.15,0,8,Friday,2,February,1,2024
TXN00000428,2024-02-02 10:31:00,2024-02-02,10:31:00,CUST000174,MERCH000147,utilities,deposit,debit_card,354.32,very_large,pending,39.653947,-122.412063,1072.73,0,10,Friday,2,February,1,2024
TXN00000429,2024-02-02 12:23:20,2024-02-02,12:23:20,CUST000175,MERCH000181,other,deposit,cash,454.88,very_large,approved,37.203347,-121.187946,221.62,0,12,Friday,2,February,1,2024
TXN00000430,2024-02-02 12:23:25,2024-02-02,12:23:25,CUST000022,MERCH000200,utilities,deposit,cash,1155.84,extra_large,approved,37.091773,-121.325998,5034.13,0,12,Friday,2,February,1,2024
TXN00000431,2024-02-02 14:01:58,2024-02-02,14:01:58,CUST000094,MERCH000057,other,transfer,credit_card,145.54,very_large,approved,37.006047,-121.78051,4668.69,0,14,Friday,2,February,1,2024
TXN00000432,2024-02-02 14:48:15,2024-02-02,14:48:15,CUST000105,MERCH000009,utilities,refund,debit_card,-8.4,small,approved,39.051233,-122.116862,1996.04,0,14,Friday,2,February,1,2024
TXN00000433,2024-02-02 15:16:49,2024-02-02,15:16:49,CUST000197,MERCH000029,transportation,transfer,debit_card,448.9,very_large,declined,38.36776,-121.698278,2937.19,0,15,Friday,2,February,1,2024
TXN00000434,2024-02-02 15:33:08,2024-02-02,15:33:08,CUST000142,MERCH000007,gas_station,purchase,debit_card,25.43,medium,approved,37.308453,-122.126393,403.65,0,15,Friday,2,February,1,2024
TXN00000435,2024-02-02 19:01:10,2024-02-02,19:01:10,CUST000087,MERCH000200,online_shopping,purchase,debit_card,16.74,medium,approved,39.568626,-122.336224,7998.22,0,19,Friday,2,February,1,2024
TXN00000436,2024-02-02 19:57:29,2024-02-02,19:57:29,CUST000009,MERCH000105,entertainment,purchase,bank_transfer,46.28,medium,declined,37.608161,-121.94619,3082.7,0,19,Friday,2,February,1,2024
TXN00000437,2024-02-02 21:04:21,2024-02-02,21:04:21,CUST000123,MERCH000145,transportation,fee,digital_wallet,-11.57,medium,approved,37.978972,-121.192993,2272.62,0,21,Friday,2,February,1,2024
TXN00000438,2024-02-02 23:23:43,2024-02-02,23:23:43,CUST000020,MERCH000079,transportation,purchase,digital_wallet,29.81,medium,approved,37.533164,-121.054827,8066.11,0,23,Friday,2,February,1,2024
TXN00000439,2024-02-03 00:55:13,2024-02-03,00:55:13,CUST000161,MERCH000144,other,withdrawal,credit_card,45.39,medium,approved,39.780269,-122.107959,488.81,0,0,Saturday,2,February,1,2024
